0.0000	0.0066	1.2498	0.6723	0.3911	0.9999	1
0.0000	0.0389	1.2413	0.7188	0.3557	0.9999	1
0.0000	0.0708	1.2209	0.7615	0.3197	0.9999	1
0.0000	0.1021	1.1887	0.8006	0.2832	0.9931	1
0.0000	0.1324	1.1451	0.8362	0.2463	0.9805	1
0.0000	0.1614	1.0904	0.8682	0.2095	0.9646	1
0.0000	0.1888	1.0252	0.8970	0.1730	0.9453	1
0.0000	0.2144	0.9502	0.9222	0.1381	0.9226	1
0.0000	0.2380	0.8660	0.9440	0.1061	0.8966	1
0.0000	0.2592	0.7735	0.9623	0.0817	0.8675	1
0.0000	0.2780	0.6735	0.9773	0.0738	0.8353	1
0.0000	0.2941	0.5671	0.9888	0.0865	0.8000	1
0.0000	0.3073	0.4552	0.9968	0.1131	0.7619	1
0.0000	0.3176	0.3389	0.9999	0.1456	0.7208	5
0.0000	0.3249	0.2193	0.9999	0.1813	0.6770	5
0.0000	0.3290	0.0976	0.9999	0.2178	0.6305	5
0.0000	0.3299	-0.0250	0.9943	0.2548	0.5812	5
0.0000	0.3277	-0.1474	0.9850	0.2915	0.5293	5
0.0000	0.3223	-0.2683	0.9723	0.3279	0.4745	5
0.0000	0.3138	-0.3867	0.9561	0.3638	0.4168	5
0.0000	0.3023	-0.5014	0.9365	0.3990	0.3555	5
0.0000	0.2879	-0.6112	0.9135	0.4334	0.2897	5
0.0000	0.2707	-0.7151	0.8870	0.4668	0.2174	4
0.0000	0.2509	-0.8122	0.8571	0.4991	0.1320	4
0.0000	0.2286	-0.9014	0.8238	0.5303	0.0000	4
0.0000	0.2042	-0.9819	0.7869	0.5603	0.0000	4
0.0000	0.1778	-1.0530	0.7465	0.5890	0.0000	4
0.0000	0.1497	-1.1140	0.7024	0.6163	0.0000	4
0.0000	0.1202	-1.1642	0.6545	0.6422	0.0000	4
0.0000	0.0895	-1.2032	0.6024	0.6665	0.0000	4
0.0000	0.0579	-1.2306	0.5458	0.6893	0.0000	3
0.0000	0.0258	-1.2462	0.4837	0.7104	0.0000	3
0.0000	-0.0066	-1.2498	0.4148	0.7299	0.0000	3
0.0000	-0.0389	-1.2413	0.3362	0.7476	0.0000	3
0.0000	-0.0708	-1.2209	0.2408	0.7636	0.0000	3
0.0000	-0.1021	-1.1887	0.0961	0.7777	0.0000	3
0.0000	-0.1324	-1.1451	0.0000	0.7901	0.0000	3
0.0000	-0.1614	-1.0904	0.0000	0.8005	0.0000	3
0.0000	-0.1888	-1.0252	0.0000	0.8090	0.0000	3
0.0000	-0.2144	-0.9502	0.0000	0.8156	0.0000	3
0.0000	-0.2380	-0.8660	0.0000	0.8203	0.0166	3
0.0000	-0.2592	-0.7735	0.0000	0.8230	0.1479	3
0.0000	-0.2780	-0.6735	0.0000	0.8237	0.2301	3
0.0000	-0.2941	-0.5671	0.0000	0.8225	0.3012	3
0.0000	-0.3073	-0.4552	0.0000	0.8194	0.3660	3
0.0000	-0.3176	-0.3389	0.0000	0.8143	0.4267	3
0.0000	-0.3249	-0.2193	0.0000	0.8072	0.4839	3
0.0000	-0.3290	-0.0976	0.0000	0.7983	0.5381	3
0.0000	-0.3299	0.0250	0.0000	0.7874	0.5896	3
0.0000	-0.3277	0.1474	0.0000	0.7747	0.6384	2
0.0000	-0.3223	0.2683	0.0000	0.7601	0.6846	2
0.0000	-0.3138	0.3867	0.0000	0.7438	0.7279	2
0.0000	-0.3023	0.5014	0.0000	0.7256	0.7685	2
0.0000	-0.2879	0.6112	0.0000	0.7057	0.8062	2
0.0000	-0.2707	0.7151	0.0000	0.6842	0.8409	2
0.0000	-0.2509	0.8122	0.0000	0.6611	0.8726	2
0.0000	-0.2286	0.9014	0.0000	0.6364	0.9012	2
0.0000	-0.2042	0.9819	0.1607	0.6101	0.9266	2
0.0000	-0.1778	1.0530	0.2779	0.5826	0.9487	2
0.0000	-0.1497	1.1140	0.3659	0.5536	0.9675	2
0.0000	-0.1202	1.1642	0.4405	0.5233	0.9829	2
0.0000	-0.0895	1.2032	0.5068	0.4918	0.9948	2
0.0000	-0.0579	1.2306	0.5668	0.4592	0.9999	1
0.0000	-0.0258	1.2462	0.6217	0.4256	0.9999	1
