0.0000	0.0000	0.0000	0.9064	0.3602	0.5900	5
0.0000	0.0000	0.0000	0.9123	0.3355	0.6387	5
0.0000	0.0000	0.0000	0.9154	0.3125	0.6849	5
0.0000	0.0000	0.0000	0.9157	0.2918	0.7282	5
0.0000	0.0000	0.0000	0.9130	0.2740	0.7687	5
0.0000	0.0000	0.0000	0.9076	0.2600	0.8064	5
0.0000	0.0000	0.0000	0.8992	0.2506	0.8411	1
0.0000	0.0000	0.0000	0.8880	0.2463	0.8728	1
0.0000	0.0000	0.0000	0.8740	0.2477	0.9014	1
0.0000	0.0000	0.0000	0.8571	0.2544	0.9268	1
0.0000	0.0000	0.0000	0.8375	0.2660	0.9488	1
0.0000	0.0000	0.0000	0.8151	0.2820	0.9676	1
0.0000	0.0000	0.0000	0.7899	0.3012	0.9830	1
0.0000	0.0000	0.0000	0.7621	0.3231	0.9949	1
0.0000	0.0000	0.0000	0.7315	0.3470	0.9999	1
0.0000	0.0000	0.0000	0.6983	0.3721	0.9999	1
0.0000	0.0000	0.0000	0.6623	0.3981	0.9999	1
0.0000	0.0000	0.0000	0.6236	0.4247	0.9999	1
0.0000	0.0000	0.0000	0.5820	0.4514	0.9999	1
0.0000	0.0000	0.0000	0.5376	0.4780	0.9930	2
0.0000	0.0000	0.0000	0.4899	0.5043	0.9804	2
0.0000	0.0000	0.0000	0.4386	0.5300	0.9645	2
0.0000	0.0000	0.0000	0.3831	0.5552	0.9451	2
0.0000	0.0000	0.0000	0.3219	0.5795	0.9224	2
0.0000	0.0000	0.0000	0.2524	0.6028	0.8964	2
0.0000	0.0000	0.0000	0.1665	0.6251	0.8673	2
0.0000	0.0000	0.0000	0.0000	0.6463	0.8350	2
0.0000	0.0000	0.0000	0.0000	0.6664	0.7998	2
0.0000	0.0000	0.0000	0.0000	0.6850	0.7616	2
0.0000	0.0000	0.0000	0.0000	0.7023	0.7205	2
0.0000	0.0000	0.0000	0.0000	0.7182	0.6767	2
0.0000	0.0000	0.0000	0.0000	0.7326	0.6301	2
0.0000	0.0000	0.0000	0.0000	0.7455	0.5809	2
0.0000	0.0000	0.0000	0.0000	0.7569	0.5289	3
0.0000	0.0000	0.0000	0.0000	0.7665	0.4741	3
0.0000	0.0000	0.0000	0.0000	0.7746	0.4163	3
0.0000	0.0000	0.0000	0.0000	0.7810	0.3551	3
0.0000	0.0000	0.0000	0.0000	0.7857	0.2893	3
0.0000	0.0000	0.0000	0.0000	0.7887	0.2169	3
0.0000	0.0000	0.0000	0.0000	0.7901	0.1313	3
0.0000	0.0000	0.0000	0.0000	0.7896	0.0000	3
0.0000	0.0000	0.0000	0.0000	0.7875	0.0000	3
0.0000	0.0000	0.0000	0.0000	0.7837	0.0000	3
0.0000	0.0000	0.0000	0.0000	0.7782	0.0000	3
0.0000	0.0000	0.0000	0.1485	0.7710	0.0000	3
0.0000	0.0000	0.0000	0.2392	0.7622	0.0000	3
0.0000	0.0000	0.0000	0.3108	0.7517	0.0000	3
0.0000	0.0000	0.0000	0.3731	0.7396	0.0000	3
0.0000	0.0000	0.0000	0.4295	0.7260	0.0000	3
0.0000	0.0000	0.0000	0.4814	0.7110	0.0000	3
0.0000	0.0000	0.0000	0.5296	0.6944	0.0000	3
0.0000	0.0000	0.0000	0.5747	0.6764	0.0000	4
0.0000	0.0000	0.0000	0.6167	0.6572	0.0000	4
0.0000	0.0000	0.0000	0.6559	0.6365	0.0000	4
0.0000	0.0000	0.0000	0.6923	0.6148	0.0000	4
0.0000	0.0000	0.0000	0.7260	0.5920	0.0000	4
0.0000	0.0000	0.0000	0.7570	0.5682	0.0189	4
0.0000	0.0000	0.0000	0.7854	0.5434	0.1485	4
0.0000	0.0000	0.0000	0.8110	0.5181	0.2307	4
0.0000	0.0000	0.0000	0.8339	0.4920	0.3017	4
0.0000	0.0000	0.0000	0.8540	0.4656	0.3665	4
0.0000	0.0000	0.0000	0.8713	0.4389	0.4271	5
0.0000	0.0000	0.0000	0.8858	0.4122	0.4843	5
0.0000	0.0000	0.0000	0.8975	0.3858	0.5385	5
