0.0000	0.3300	0.0000	0.9958	0.2473	0.5914	3
0.0000	0.3284	0.1225	0.9999	0.2102	0.6401	3
0.0000	0.3237	0.2439	0.9999	0.1739	0.6861	3
0.0000	0.3158	0.3629	0.9999	0.1389	0.7294	3
0.0000	0.3049	0.4784	0.9955	0.1070	0.7699	3
0.0000	0.2910	0.5892	0.9867	0.0823	0.8075	3
0.0000	0.2744	0.6945	0.9745	0.0738	0.8421	3
0.0000	0.2551	0.7930	0.9589	0.0859	0.8737	3
0.0000	0.2333	0.8839	0.9398	0.1122	0.9022	3
0.0000	0.2093	0.9663	0.9173	0.1449	0.9275	3
0.0000	0.1833	1.0393	0.8914	0.1805	0.9495	3
0.0000	0.1556	1.1024	0.8620	0.2169	0.9681	3
0.0000	0.1263	1.1548	0.8292	0.2538	0.9834	3
0.0000	0.0958	1.1962	0.7929	0.2906	0.9952	3
0.0000	0.0644	1.2260	0.7531	0.3271	0.9999	3
0.0000	0.0323	1.2440	0.7096	0.3630	0.9999	3
0.0000	-0.0000	1.2500	0.6623	0.3981	0.9999	3
0.0000	-0.0323	1.2440	0.6109	0.4325	0.9999	3
0.0000	-0.0644	1.2260	0.5550	0.4659	0.9999	3
0.0000	-0.0958	1.1962	0.4938	0.4984	0.9927	4
0.0000	-0.1263	1.1548	0.4261	0.5295	0.9800	4
0.0000	-0.1556	1.1024	0.3493	0.5596	0.9639	4
0.0000	-0.1833	1.0393	0.2576	0.5883	0.9445	4
0.0000	-0.2093	0.9663	0.1275	0.6156	0.9217	4
0.0000	-0.2333	0.8839	0.0000	0.6415	0.8956	4
0.0000	-0.2551	0.7930	0.0000	0.6659	0.8664	4
0.0000	-0.2744	0.6945	0.0000	0.6888	0.8341	4
0.0000	-0.2910	0.5892	0.0000	0.7099	0.7987	4
0.0000	-0.3049	0.4784	0.0000	0.7295	0.7604	4
0.0000	-0.3158	0.3629	0.0000	0.7472	0.7193	4
0.0000	-0.3237	0.2439	0.0000	0.7632	0.6754	4
0.0000	-0.3284	0.1225	0.0000	0.7774	0.6287	5
0.0000	-0.3300	-0.0000	0.0000	0.7897	0.5794	5
0.0000	-0.3284	-0.1225	0.0000	0.8002	0.5274	5
0.0000	-0.3237	-0.2439	0.0000	0.8088	0.4725	5
0.0000	-0.3158	-0.3629	0.0000	0.8155	0.4146	5
0.0000	-0.3049	-0.4784	0.0000	0.8202	0.3532	5
0.0000	-0.2910	-0.5892	0.0000	0.8229	0.2873	5
0.0000	-0.2744	-0.6945	0.0000	0.8237	0.2145	5
0.0000	-0.2551	-0.7930	0.0000	0.8226	0.1282	5
0.0000	-0.2333	-0.8839	0.0000	0.8195	0.0000	5
0.0000	-0.2093	-0.9663	0.0000	0.8144	0.0000	5
0.0000	-0.1833	-1.0393	0.0000	0.8074	0.0000	5
0.0000	-0.1556	-1.1024	0.0000	0.7985	0.0000	5
0.0000	-0.1263	-1.1548	0.0000	0.7877	0.0000	5
0.0000	-0.0958	-1.1962	0.1357	0.7750	0.0000	5
0.0000	-0.0644	-1.2260	0.2623	0.7605	0.0000	5
0.0000	-0.0323	-1.2440	0.3532	0.7442	0.0000	5
0.0000	0.0000	-1.2500	0.4295	0.7260	0.0000	5
0.0000	0.0323	-1.2440	0.4969	0.7062	0.0000	5
0.0000	0.0644	-1.2260	0.5578	0.6848	0.0000	5
0.0000	0.0958	-1.1962	0.6134	0.6616	0.0000	1
0.0000	0.1263	-1.1548	0.6646	0.6370	0.0000	1
0.0000	0.1556	-1.1024	0.7117	0.6108	0.0000	1
0.0000	0.1833	-1.0393	0.7551	0.5832	0.0000	1
0.0000	0.2093	-0.9663	0.7947	0.5543	0.0000	2
0.0000	0.2333	-0.8839	0.8308	0.5240	0.0267	2
0.0000	0.2551	-0.7930	0.8635	0.4926	0.1511	2
0.0000	0.2744	-0.6945	0.8927	0.4600	0.2329	2
0.0000	0.2910	-0.5892	0.9184	0.4265	0.3037	2
0.0000	0.3049	-0.4784	0.9408	0.3919	0.3683	3
0.0000	0.3158	-0.3629	0.9597	0.3566	0.4288	3
0.0000	0.3237	-0.2439	0.9752	0.3206	0.4859	3
0.0000	0.3284	-0.1225	0.9872	0.2841	0.5400	3
